Código;Posto;Mês/Ano;01;02;03;04;05;06;07;08;09;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;Acumulado
265;Recife (Alto da Brasileira);jan/2012;0.0;0.0;0.0;0.0;0.0;0.0;0.0;30.0;46.0;0.0;53.0;82.0;0.0;0.0;61.0;0.0;0.0;9.0;25.0;30.0;104.0;344.0;850.0;359.0;19.0;0.0;128.0;0.0;0.0;0.0;23.0;115113
196;Recife (Codecipe / Santo Amaro);jan/2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;31096
344;Recife (Lamepe/Itep);jan/2012;0.0;0.0;0.0;0.0;0.0;0.0;0.0;20.0;80.0;57.0;0.0;76.0;0.0;5.0;80.0;15.0;5.0;20.0;43.0;20.0;400.0;220.0;620.0;144.0;10.0;0.0;50.0;0.0;0.0;0.0;102.0;16116
378;Recife (Santo Amaro);jan/2012;0.0;0.0;0.0;0.0;0.0;0.0;21.0;0.0;37.0;20.0;0.0;66.0;0.0;105.0;0.0;0.0;0.0;0.0;45.0;81.0;226.0;837.0;70.0;0.0;0.0;0.0;75.0;0.0;0.0;0.0;102.0;19988
30;Recife (Várzea);jan/2012;0.0;0.0;0.0;0.0;0.0;0.0;0.0;14.0;88.0;66.0;0.0;54.0;3.0;5.0;96.0;14.0;6.0;10.0;18.0;20.0;400.0;214.0;618.0;160.0;10.0;0.0;54.0;0.0;0.0;0.0;124.0;136579
480;Recife - PCD;jan/2012;0.0;0.0;0.0;0.0;0.0;0.0;0.0;28.0;58.0;53.0;8.0;68.0;0.0;0.0;65.0;5.0;0.0;30.0;28.0;13.0;388.0;253.0;683.0;115.0;3.0;0.0;38.0;5.0;10.0;5.0;118.0;14188
265;Recife (Alto da Brasileira);fev/2012;0.0;0.0;8.0;0.0;7.0;7.0;15.0;8.0;0.0;0.0;0.0;8.0;0.0;0.0;35.0;16.0;8.0;458.0;502.0;;3.0;8.0;0.0;0.0;5.0;0.0;0.0;8.0;9.0;;;115113
196;Recife (Codecipe / Santo Amaro);fev/2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;31096
344;Recife (Lamepe/Itep);fev/2012;0.0;0.0;0.0;0.0;20.0;40.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;0.0;120.0;950.0;310.0;50.0;31.0;65.0;0.0;210.0;15.0;0.0;31.0;0.0;0.0;;;16116
378;Recife (Santo Amaro);fev/2012;0.0;0.0;0.0;0.0;59.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;12.0;0.0;0.0;0.0;69.0;471.0;0.0;0.0;73.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;19988
30;Recife (Várzea);fev/2012;0.0;0.0;0.0;0.0;23.0;46.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;0.0;134.0;960.0;326.0;47.0;24.0;70.0;2.0;220.0;16.0;0.0;28.0;0.0;0.0;;;136579
480;Recife - PCD;fev/2012;0.0;0.0;3.0;0.0;0.0;48.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;18.0;0.0;158.0;813.0;310.0;38.0;8.0;88.0;0.0;5.0;13.0;0.0;70.0;8.0;0.0;;;14188
265;Recife (Alto da Brasileira);mar/2012;9.0;9.0;0.0;0.0;0.0;0.0;0.0;8.0;0.0;1.0;239.0;80.0;8.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;445.0;0.0;11.0;0.0;0.0;67.0;0.0;115113
196;Recife (Codecipe / Santo Amaro);mar/2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;31096
344;Recife (Lamepe/Itep);mar/2012;0.0;10.0;0.0;0.0;25.0;1.0;14.0;0.0;0.0;15.0;220.0;68.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;825.0;0.0;27.0;0.0;46.0;58.0;12.0;16116
378;Recife (Santo Amaro);mar/2012;0.0;0.0;0.0;0.0;38.0;0.0;0.0;0.0;0.0;40.0;234.0;0.0;120.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;212.0;0.0;0.0;0.0;4.0;0.0;0.0;19988
30;Recife (Várzea);mar/2012;0.0;18.0;0.0;0.0;18.0;2.0;10.0;6.0;0.0;26.0;240.0;76.0;12.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.0;858.0;0.0;0.0;0.0;76.0;26.0;14.0;136579
480;Recife - PCD;mar/2012;0.0;0.0;0.0;0.0;13.0;0.0;0.0;0.0;0.0;8.0;235.0;113.0;15.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;5.0;725.0;0.0;0.0;3.0;13.0;25.0;3.0;14188
265;Recife (Alto da Brasileira);abr/2012;160.0;0.0;0.0;20.0;225.0;0.0;8.0;2.0;0.0;8.0;13.0;0.0;0.0;0.0;1.0;0.0;9.0;0.0;0.0;65.0;60.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.0;0.0;;115113
196;Recife (Codecipe / Santo Amaro);abr/2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;31096
344;Recife (Lamepe/Itep);abr/2012;0.0;9.0;39.0;311.0;41.0;0.0;14.0;0.0;80.0;21.0;14.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;45.0;91.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;;16116
378;Recife (Santo Amaro);abr/2012;0.0;0.0;0.0;136.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;29.0;0.0;0.0;16.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;19988
30;Recife (Várzea);abr/2012;0.0;13.0;61.0;296.0;28.0;0.0;2.0;0.0;34.0;26.0;14.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;31.0;46.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;;136579
480;Recife - PCD;abr/2012;5.0;0.0;3.0;190.0;15.0;0.0;0.0;0.0;75.0;25.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;50.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;14188
265;Recife (Alto da Brasileira);mai/2012;0.0;0.0;0.0;33.0;18.0;0.0;45.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;7.0;43.0;0.0;0.0;0.0;144.0;312.0;69.0;23.0;20.0;145.0;131.0;40.0;115113
196;Recife (Codecipe / Santo Amaro);mai/2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;31096
344;Recife (Lamepe/Itep);mai/2012;0.0;0.0;0.0;45.0;8.0;40.0;50.0;13.0;3.0;0.0;0.0;21.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;160.0;1.0;62.0;43.0;400.0;169.0;260.0;0.0;0.0;263.0;185.0;0.0;16116
378;Recife (Santo Amaro);mai/2012;0.0;0.0;0.0;65.0;30.0;0.0;139.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;47.0;5.0;7.0;33.0;39.0;113.0;388.0;259.0;4.0;0.0;86.0;198.0;0.0;19988
30;Recife (Várzea);mai/2012;0.0;0.0;0.0;66.0;14.0;47.0;68.0;47.0;2.0;0.0;0.0;20.0;0.0;18.0;0.0;0.0;0.0;14.0;0.0;210.0;2.0;52.0;64.0;401.0;156.0;216.0;6.0;8.0;270.0;222.0;0.0;136579
480;Recife - PCD;mai/2012;0.0;0.0;0.0;33.0;38.0;0.0;58.0;0.0;0.0;0.0;0.0;43.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;50.0;3.0;25.0;18.0;378.0;260.0;123.0;3.0;0.0;158.0;140.0;0.0;14188
265;Recife (Alto da Brasileira);jun/2012;0.0;14.0;1.0;0.0;0.0;0.0;270.0;0.0;7.0;0.0;0.0;42.0;8.0;950.0;145.0;70.0;45.0;31.0;245.0;308.0;84.0;200.0;0.0;0.0;184.0;102.0;0.0;605.0;180.0;0.0;;115113
196;Recife (Codecipe / Santo Amaro);jun/2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;31096
344;Recife (Lamepe/Itep);jun/2012;18.0;0.0;0.0;41.0;1.0;0.0;151.0;0.0;0.0;0.0;44.0;41.0;100.0;1160.0;6.0;0.0;0.0;124.0;120.0;131.0;22.0;8.0;0.0;0.0;207.0;79.0;1.0;712.0;30.0;0.0;;16116
378;Recife (Santo Amaro);jun/2012;0.0;20.0;46.0;0.0;0.0;0.0;193.0;0.0;0.0;0.0;0.0;132.0;22.0;1134.0;53.0;115.0;0.0;51.0;255.0;84.0;84.0;18.0;0.0;0.0;161.0;154.0;0.0;574.0;87.0;4.0;;19988
30;Recife (Várzea);jun/2012;14.0;12.0;26.0;35.0;0.0;0.0;120.0;0.0;0.0;0.0;52.0;50.0;28.0;1218.0;10.0;10.0;0.0;113.0;118.0;112.0;13.0;20.0;36.0;1.0;274.0;66.0;0.0;588.0;38.0;2.0;;136579
480;Recife - PCD;jun/2012;3.0;28.0;15.0;5.0;0.0;0.0;158.0;0.0;15.0;0.0;20.0;50.0;28.0;1043.0;8.0;10.0;0.0;38.0;108.0;170.0;35.0;13.0;5.0;0.0;223.0;45.0;0.0;653.0;55.0;0.0;;14188
265;Recife (Alto da Brasileira);jul/2012;0.0;809.0;90.0;21.0;0.0;100.0;18.0;0.0;10.0;65.0;48.0;57.0;365.0;155.0;268.0;38.0;245.0;150.0;28.0;0.0;17.0;186.0;112.0;0.0;36.0;76.0;122.0;48.0;6.0;47.0;0.0;115113
196;Recife (Codecipe / Santo Amaro);jul/2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;31096
344;Recife (Lamepe/Itep);jul/2012;0.0;844.0;99.0;0.0;0.0;0.0;0.0;10.0;40.0;154.0;130.0;25.0;390.0;100.0;100.0;0.0;0.0;283.0;0.0;0.0;30.0;11.0;0.0;0.0;0.0;0.0;179.0;45.0;0.0;48.0;33.0;16116
378;Recife (Santo Amaro);jul/2012;0.0;987.0;82.0;10.0;0.0;12.0;18.0;0.0;21.0;70.0;40.0;16.0;342.0;237.0;65.0;19.0;45.0;112.0;0.0;0.0;31.0;8.0;33.0;0.0;24.0;0.0;29.0;77.0;0.0;38.0;17.0;19988
30;Recife (Várzea);jul/2012;6.0;886.0;50.0;10.0;4.0;0.0;0.0;14.0;35.0;196.0;140.0;20.0;318.0;48.0;222.0;0.0;30.0;296.0;2.0;0.0;28.0;4.0;0.0;0.0;4.0;10.0;150.0;50.0;0.0;64.0;18.0;136579
480;Recife - PCD;jul/2012;3.0;915.0;123.0;5.0;0.0;0.0;0.0;8.0;3.0;95.0;130.0;18.0;405.0;123.0;113.0;0.0;10.0;83.0;3.0;0.0;33.0;3.0;3.0;0.0;55.0;0.0;105.0;15.0;5.0;45.0;0.0;14188
265;Recife (Alto da Brasileira);ago/2012;0.0;42.0;64.0;38.0;156.0;0.0;3.0;0.0;98.0;76.0;149.0;62.0;35.0;19.0;32.0;86.0;33.0;225.0;64.0;0.0;19.0;0.0;75.0;24.0;6.0;38.0;159.0;26.0;41.0;0.0;0.0;115113
196;Recife (Codecipe / Santo Amaro);ago/2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;31096
344;Recife (Lamepe/Itep);ago/2012;27.0;40.0;201.0;130.0;0.0;0.0;0.0;0.0;14.0;80.0;70.0;0.0;28.0;29.0;53.0;8.0;12.0;400.0;105.0;142.0;80.0;32.0;44.0;15.0;14.0;150.0;10.0;36.0;0.0;0.0;0.0;16116
378;Recife (Santo Amaro);ago/2012;17.0;6.0;106.0;32.0;0.0;0.0;12.0;0.0;157.0;48.0;41.0;0.0;12.0;0.0;16.0;0.0;0.0;13.0;35.0;47.0;37.0;5.0;0.0;29.0;59.0;92.0;43.0;42.0;0.0;0.0;0.0;19988
30;Recife (Várzea);ago/2012;57.0;64.0;100.0;164.0;2.0;0.0;0.0;0.0;8.0;100.0;78.0;10.0;20.0;0.0;104.0;20.0;8.0;486.0;76.0;147.0;78.0;16.0;38.0;22.0;8.0;104.0;4.0;19.0;0.0;0.0;0.0;136579
480;Recife - PCD;ago/2012;8.0;45.0;50.0;;0.0;0.0;3.0;0.0;28.0;63.0;33.0;8.0;15.0;5.0;70.0;8.0;0.0;415.0;85.0;120.0;108.0;18.0;88.0;8.0;0.0;123.0;13.0;13.0;0.0;0.0;0.0;14188
265;Recife (Alto da Brasileira);set/2012;0.0;0.0;0.0;0.0;2.0;14.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;45.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;26.0;0.0;0.0;0.0;0.0;;115113
196;Recife (Codecipe / Santo Amaro);set/2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;31096
344;Recife (Lamepe/Itep);set/2012;0.0;0.0;30.0;;10.0;81.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;0.0;0.0;0.0;0.0;0.0;26.0;0.0;0.0;0.0;0.0;;16116
378;Recife (Santo Amaro);set/2012;0.0;0.0;0.0;0.0;7.0;6.0;17.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;40.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;19988
30;Recife (Várzea);set/2012;0.0;0.0;30.0;0.0;15.0;34.0;0.0;3.0;0.0;8.0;0.0;0.0;0.0;0.0;0.0;77.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;24.0;0.0;10.0;0.0;0.0;;136579
480;Recife - PCD;set/2012;0.0;0.0;0.0;0.0;5.0;8.0;0.0;13.0;8.0;3.0;0.0;3.0;0.0;0.0;0.0;35.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;;14188
265;Recife (Alto da Brasileira);out/2012;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;198.0;50.0;26.0;56.0;0.0;27.0;0.0;2.0;4.0;5.0;0.0;21.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;115113
196;Recife (Codecipe / Santo Amaro);out/2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;31096
344;Recife (Lamepe/Itep);out/2012;0.0;0.0;0.0;13.0;0.0;0.0;0.0;43.0;0.0;0.0;420.0;53.0;0.0;0.0;0.0;0.0;0.0;0.0;9.0;;;5.0;;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;16116
378;Recife (Santo Amaro);out/2012;0.0;0.0;0.0;0.0;0.0;0.0;40.0;0.0;0.0;0.0;208.0;24.0;0.0;0.0;0.0;0.0;38.0;0.0;0.0;0.0;13.0;0.0;31.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;19988
30;Recife (Várzea);out/2012;0.0;0.0;0.0;20.0;0.0;4.0;10.0;10.0;0.0;0.0;336.0;84.0;12.0;14.0;12.0;0.0;0.0;0.0;9.0;2.0;0.0;10.0;0.0;0.0;0.0;0.0;0.0;16.0;0.0;;0.0;136579
480;Recife - PCD;out/2012;0.0;0.0;3.0;5.0;3.0;3.0;3.0;0.0;0.0;0.0;323.0;30.0;40.0;8.0;0.0;0.0;0.0;0.0;13.0;0.0;0.0;5.0;0.0;0.0;0.0;;0.0;3.0;0.0;0.0;0.0;14188
265;Recife (Alto da Brasileira);nov/2012;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;51.0;12.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;24.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;17.0;0.0;;115113
196;Recife (Codecipe / Santo Amaro);nov/2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;31096
344;Recife (Lamepe/Itep);nov/2012;0.0;0.0;0.0;0.0;0.0;0.0;0.0;26.0;33.0;0.0;0.0;0.0;13.0;0.0;0.0;0.0;0.0;0.0;15.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;16116
378;Recife (Santo Amaro);nov/2012;0.0;0.0;0.0;0.0;0.0;0.0;0.0;18.0;12.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;19988
30;Recife (Várzea);nov/2012;0.0;0.0;0.0;0.0;0.0;0.0;0.0;28.0;34.0;0.0;0.0;7.0;20.0;0.0;0.0;0.0;0.0;0.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;136579
480;Recife - PCD;nov/2012;0.0;3.0;0.0;0.0;0.0;0.0;0.0;15.0;30.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;14188
265;Recife (Alto da Brasileira);dez/2012;0.0;72.0;26.0;9.0;15.0;0.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;166.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;115113
196;Recife (Codecipe / Santo Amaro);dez/2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;31096
344;Recife (Lamepe/Itep);dez/2012;0.0;0.0;31.0;0.0;3.0;0.0;2.0;12.0;0.0;0.0;0.0;0.0;0.0;9.0;0.0;10.0;82.0;12.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;16116
378;Recife (Santo Amaro);dez/2012;;12.0;39.0;0.0;0.0;0.0;112.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;54.0;0.0;11.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;19988
30;Recife (Várzea);dez/2012;0.0;34.0;6.0;0.0;9.0;0.0;0.0;42.0;0.0;0.0;0.0;0.0;0.0;4.0;8.0;20.0;70.0;8.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12.0;38.0;136579
480;Recife - PCD;dez/2012;0.0;23.0;38.0;0.0;8.0;0.0;0.0;25.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;103.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;14188
265;Recife (Alto da Brasileira);jan/2013;0.0;10.0;210.0;487.0;280.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;250.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;115113
196;Recife (Codecipe / Santo Amaro);jan/2013;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;31096
344;Recife (Lamepe/Itep);jan/2013;;;;370.0;;;;0.0;;0.0;0.0;;;;;;;;;;;2.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;16116
378;Recife (Santo Amaro);jan/2013;20.0;153.0;50.0;120.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;15.0;158.0;21.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;19988
30;Recife (Várzea);jan/2013;52.0;42.0;292.0;382.0;15.0;0.0;0.0;0.0;29.0;0.0;0.0;5.0;76.0;45.0;4.0;10.0;0.0;3.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;136579
480;Recife - PCD;jan/2013;90.0;18.0;173.0;290.0;18.0;3.0;0.0;0.0;35.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;14188
265;Recife (Alto da Brasileira);fev/2013;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.0;0.0;17.0;14.0;0.0;0.0;0.0;0.0;0.0;0.0;262.0;50.0;0.0;0.0;0.0;0.0;0.0;0.0;;;0.0;;;;115113
196;Recife (Codecipe / Santo Amaro);fev/2013;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;31096
344;Recife (Lamepe/Itep);fev/2013;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16116
378;Recife (Santo Amaro);fev/2013;0.0;1.0;0.0;0.0;0.0;0.0;;0.0;0.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;88.0;0.0;0.0;0.0;0.0;0.0;14.0;0.0;0.0;0.0;0.0;;;;19988
30;Recife (Várzea);fev/2013;0.0;;;10.0;33.0;0.0;0.0;67.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;170.0;42.0;0.0;3.0;80.0;2.0;9.0;18.0;0.0;0.0;0.0;;;;136579
480;Recife - PCD;fev/2013;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14188
265;Recife (Alto da Brasileira);mar/2013;0.0;0.0;0.0;112.0;170.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;48.0;10.0;310.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;115113
196;Recife (Codecipe / Santo Amaro);mar/2013;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;31096
344;Recife (Lamepe/Itep);mar/2013;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16116
378;Recife (Santo Amaro);mar/2013;0.0;2.0;0.0;523.0;18.0;0.0;0.0;0.0;18.0;0.0;0.0;0.0;0.0;49.0;0.0;0.0;43.0;0.0;49.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;19988
30;Recife (Várzea);mar/2013;0.0;10.0;2.0;344.0;132.0;10.0;0.0;0.0;6.0;12.0;0.0;0.0;0.0;208.0;80.0;2.0;4.0;80.0;96.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;136579
480;Recife - PCD;mar/2013;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14188
265;Recife (Alto da Brasileira);abr/2013;0.0;0.0;18.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;26.0;;;;;;;;;;;;115113
196;Recife (Codecipe / Santo Amaro);abr/2013;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;31096
344;Recife (Lamepe/Itep);abr/2013;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16116
378;Recife (Santo Amaro);abr/2013;0.0;8.0;43.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;207.0;0.0;0.0;0.0;0.0;5.0;249.0;69.0;169.0;0.0;215.0;237.0;0.0;142.0;474.0;300.0;411.0;;19988
30;Recife (Várzea);abr/2013;0.0;48.0;54.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;0.0;30.0;8.0;0.0;0.0;0.0;0.0;44.0;378.0;4.0;240.0;4.0;500.0;64.0;17.0;35.0;85.0;314.0;401.0;;136579
480;Recife - PCD;abr/2013;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14188
265;Recife (Alto da Brasileira);mai/2013;;;;;;;;;;;;;;;;;670.0;418.0;61.0;0.0;0.0;0.0;0.0;230.0;174.0;0.0;174.0;120.0;54.0;110.0;14.0;115113
196;Recife (Codecipe / Santo Amaro);mai/2013;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;31096
344;Recife (Lamepe/Itep);mai/2013;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16116
378;Recife (Santo Amaro);mai/2013;82.0;20.0;0.0;0.0;14.0;0.0;0.0;0.0;0.0;0.0;268.0;35.0;7.0;13.0;0.0;97.0;765.0;10.0;12.0;0.0;47.0;0.0;0.0;83.0;308.0;0.0;229.0;223.0;0.0;0.0;7.0;19988
30;Recife (Várzea);mai/2013;108.0;104.0;6.0;0.0;0.0;28.0;2.0;0.0;0.0;36.0;214.0;0.0;3.0;78.0;18.0;62.0;1198.0;238.0;40.0;2.0;16.0;2.0;0.0;106.0;276.0;6.0;163.0;276.0;53.0;92.0;50.0;136579
480;Recife - PCD;mai/2013;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14188
265;Recife (Alto da Brasileira);jun/2013;5.0;135.0;6.0;0.0;300.0;213.0;0.0;119.0;628.0;51.0;15.0;345.0;448.0;562.0;82.0;0.0;46.0;0.0;100.0;127.0;34.0;538.0;18.0;0.0;0.0;42.0;70.0;117.0;4.0;0.0;;115113
196;Recife (Codecipe / Santo Amaro);jun/2013;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;31096
344;Recife (Lamepe/Itep);jun/2013;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16116
378;Recife (Santo Amaro);jun/2013;21.0;0.0;0.0;57.0;628.0;126.0;0.0;667.0;672.0;20.0;;;;;;;;;;;;;;;;;;;;;;19988
30;Recife (Várzea);jun/2013;28.0;284.0;0.0;44.0;553.0;45.0;300.0;256.0;483.0;70.0;4.0;424.0;381.0;654.0;2.0;0.0;259.0;0.0;154.0;40.0;114.0;590.0;0.0;0.0;0.0;39.0;99.0;91.0;33.0;0.0;;136579
480;Recife - PCD;jun/2013;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14188
265;Recife (Alto da Brasileira);jul/2013;0.0;288.0;460.0;498.0;350.0;280.0;65.0;0.0;37.0;36.0;51.0;378.0;306.0;315.0;236.0;0.0;0.0;307.0;250.0;26.0;63.0;224.0;200.0;2.0;38.0;121.0;125.0;0.0;0.0;0.0;113.0;115113
196;Recife (Codecipe / Santo Amaro);jul/2013;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;31096
344;Recife (Lamepe/Itep);jul/2013;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16116
378;Recife (Santo Amaro);jul/2013;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19988
30;Recife (Várzea);jul/2013;10.0;272.0;554.0;228.0;40.0;112.0;14.0;70.0;36.0;114.0;166.0;320.0;210.0;286.0;250.0;0.0;24.0;268.0;142.0;22.0;178.0;130.0;62.0;0.0;125.0;266.0;17.0;;92.0;6.0;138.0;136579
480;Recife - PCD;jul/2013;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14188
265;Recife (Alto da Brasileira);ago/2013;0.0;24.0;0.0;0.0;0.0;0.0;0.0;70.0;71.0;0.0;0.0;52.0;0.0;280.0;380.0;0.0;0.0;51.0;62.0;410.0;28.0;0.0;86.0;0.0;0.0;47.0;21.0;100.0;0.0;200.0;82.0;115113
196;Recife (Codecipe / Santo Amaro);ago/2013;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;31096
344;Recife (Lamepe/Itep);ago/2013;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16116
378;Recife (Santo Amaro);ago/2013;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19988
30;Recife (Várzea);ago/2013;45.0;5.0;0.0;12.0;10.0;2.0;6.0;16.0;76.0;64.0;4.0;2.0;70.0;550.0;114.0;6.0;10.0;518.0;214.0;93.0;74.0;80.0;2.0;16.0;2.0;2.0;61.0;0.0;0.0;154.0;32.0;136579
480;Recife - PCD;ago/2013;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14188
