,coef,SE,t,p-value
IMPLANTACAO_DE_VARRICAO,-1.8109569787859576,1.6679293692667507,-1.0857515984517283,0.27769923491989795
SEPULTEM_JASIDUO,23.661246094796358,22.10992571129417,1.0701639799137699,0.2846543870666904
PALESTRA_COLETA_SELETIVA,-4.550177067905826,4.465840536353874,-1.018884805864745,0.308361565878516
REG_COLETA_SELETIVA,-4.075520147343933,4.015182332578919,-1.015027415884812,0.31019628046844505
DENUNCIAS_EMLURB,2.535623900487911,2.5094846301017393,1.0104161906682456,0.3123989913749904
REMOCAO_DE_PONTO_CRITICO,-2.3747406594399267,2.3520861565462186,-1.0096316637171887,0.31277477167801876
REPOSTAMPA_POCO__GALER_E_PRE_MOLDADOS,-0.5640033096381474,0.5689871208789298,-0.9912409067658969,0.3216690635840904
REPOSICAO_DE_LUMINARIA,-1.3284390251437066,1.3432291472292162,-0.9889891295792543,0.3227693315955872
REPOSICAO_DESL_E_RET_DE_POSTE,3.022493319247041,3.0883171220478323,0.9786861905045735,0.3278348615892748
IMPLANTACAO_DE_PEV,-18.461076029557837,19.242627496847646,-0.9593843685111171,0.33746292528973354
COBRANCAS_E_TAXAS_IRREGULARES,-75.58686600136832,79.8614317202032,-0.9464752180525521,0.3440026621510729
RECLAMACAO_CONTENEDOR,-3.900080796043381,4.15412732742678,-0.9388447894444379,0.3479060270860427
PONTO_CRITICO_CATADOR,-13.915306923829784,14.822632957063357,-0.9387877959427438,0.3479352878818306
LIMPEZA_DE_COQUEIROS_PALMEIRAS,-2.8596453541107416,3.0650453175806662,-0.9329863208573852,0.3509219882935499
DANO_CAUSADO_COLETA_LIXO,5.271809634876895,5.691743991450014,0.9262204418884733,0.3544256566263345
POSICIONAR_LUMINARIA,-2.518196512165412,2.72467425821674,-0.9242192913781684,0.3554661618621958
INST_PROV_,-0.3114619208638343,0.34722323247633297,-0.8970077222153152,0.36980582632730596
CAPINACAO_EM_VIA_PAVIMENTADA,-0.466898688761223,0.5404535919921107,-0.8639015369298139,0.38772933013708744
REGULARIZAR_COLETA_DOMICILIAR,0.5511075733719133,0.6741663110080947,0.8174653114122996,0.41374466601610105
SEPULTEM_GAVETA_ADULTO,21.771165882224935,26.924722989122568,0.8085938670945791,0.4188298841461484
INSTPROVDE_TABLADOS_E_PALANQUES,0.4133858586579001,0.5210081335307745,0.7934345589894377,0.4276040423242773
RECAPEAMENTO_ASFALTICO,0.6281966074000962,0.8261140791205556,0.7604235580500533,0.44707702376040726
CAPINACAO_EM_LOGRADOUROS,-0.4959852690718125,0.6580716626689593,-0.7536949198818734,0.45110723861741264
LEVANTAMENTO_TOPOGRAFICO,-11.29682705722883,15.01293827190933,-0.7524727573393339,0.45184147211563075
REMOCAO_DE_UTILITARIOS_DOMESTICOS_GELADEIRA_SOFA_ETC,-1.1270417122018226,1.5132705494884766,-0.7447721179684564,0.45648327445724757
INSTALACAO_DE_PAPELEIRAS,-4.34331342096688,5.8409365521090075,-0.7435988017022073,0.45719287504209405
TERRAPLANAGEM_DE_RUAS,-0.5870896891684354,0.8132833316590963,-0.7218759641498783,0.47044189338922027
REPOSICAO_VAO_DE_REDE,1.3283758394087792,1.8659012907662362,0.7119218181489542,0.4765832022892752
CONTROLE_TECNOLOGICO_DO_ASFALTO,34.456798495277134,48.90551024445344,0.7045586136009083,0.48115412940544355
PODA_DE_ARVORES,0.17677337552851605,0.25351020255922646,0.6973028057409929,0.48568164938186653
PROJETO_DE_ILUMINACAO,-54.34909509969026,78.54386890064474,-0.6919584667829385,0.48903113729535996
CONECTA_RECIFE,-20.24607223500506,29.624001714237515,-0.6834347509936393,0.4943989183154692
IMPLANTACAO_DE_VAO_DE_REDE,-9.180864504603768,13.644840036810928,-0.6728451546398282,0.5011113496649153
OBRAS_DRENAGE_RECUP_PROPRIOS,-10.688701611737226,16.28051998048792,-0.656533183494603,0.5115448095006366
INFRA_ESTRUTURA_PARA_EVENTOS,-76.32665403804332,120.73587363020452,-0.6321787530342486,0.5273310062606993
IMPLANTACAO_DE_LUMINARIAS,-0.5199595791092858,0.833523885136622,-0.6238088534488244,0.5328131078501704
RECUPE_MANUT_DE_PRACA,-1.4031609166378292,2.3318624920679945,-0.6017339879220094,0.5474087286470074
FURTO_EM_TUMULOS,-38.02110434951015,64.78255536889787,-0.5869034361642995,0.5573244153582898
RECUP_DE_PONTES_E_PONTILHOES,-4.801592137355421,8.189303318408117,-0.5863248619161882,0.5577130159244359
INSP_E_LEVANT_IP___CONVENCI,-6.139236069072101,10.678782274146103,-0.5749003876533297,0.5654131903210435
DOACAO_DE_COLETA_SELETIVA,-6.872381006491211,12.835145480961113,-0.535434601554403,0.592399564018231
MANUT_EM_CAMPOS_QUADRAS_POLIESPORTIVAS,-3.2512712912386625,6.104384391309341,-0.5326124770038099,0.5943517522083768
REMOCAO_DE_ENTULHOS,-0.1837102225131546,0.35741587795961316,-0.5139956947685275,0.6073028791801627
RECUPDE_CALCADA_PUBLICA,-1.766405357065858,3.5012170919765233,-0.5045118056557523,0.6139486300593597
IMP_COLETA_SELETIVA,-2.8316499358532923,6.378600846083055,-0.44392963350138775,0.6571339519549797
ESTUDO_GEOTECNICO,-48.73983947813505,110.35679265585496,-0.441656904891474,0.6587777574912932
REMOCAO_MECANIZADA,-0.3379834007365959,0.7659857140415391,-0.4412398228072791,0.6590796016606875
ELABORACAO_DE_PROJETOS,-19.54334602828228,45.788948988080826,-0.42681359717100176,0.6695538366141403
TRATAMENTO_FITOSSANITARIO,-2.3843900591097866,5.664767844828698,-0.42091575937864234,0.6738547300166042
PINTURA_EM_PONTES_E_CAIS,-19.359192058713315,46.20919678476309,-0.4189467336748162,0.6752929941923604
IMPLANTACAO_DE_POSTE,-0.9166788863327067,2.2258534194370307,-0.4118325485083181,0.6804993736780227
MANUT_RECUP_EM_MONUMENTOS,-11.866651281329355,29.874053397141786,-0.39722267091029245,0.6912390042917207
ACAO_EDUC_E_INFORMATIVA,-1.5442403665181885,3.9595176987654224,-0.39000718875424717,0.6965662478600518
CONSERTO_DE_CALCADAS_E_MUROS,0.8111487482154922,2.097330286662081,0.38675298467483743,0.698973778657553
COLETA_COMPUTADORES,4.393716973276007,12.051975914978335,0.36456403533095716,0.7154693626974526
INST_PLACA_PROIBITIVA,-1.0359712775240344,2.8548426453965208,-0.36288209411280675,0.7167252954012846
REMOCAO_DE_METRALHA_OU_BARRO,0.20782519266132998,0.6241523866354303,0.33297187852094434,0.7391849370926523
INSTALACAO_PROVISORIA_DE_QUADRO,1.2753954638682936,3.842290310184878,0.3319362569995201,0.7399667186608754
RECLAMACOES_DIVERSAS_NECROPOLES,-11.769493638095941,35.88149724740651,-0.3280101038410997,0.7429329728277265
RECUP_DE_ABATIMENTO_GALERIA,-0.2164496181804711,0.6669733278601054,-0.32452514836675805,0.7455691017939925
AVALIACAO_E_PARECER_TECNICO,9.079391041131482,31.023799033328253,0.2926589045841121,0.7698084818236008
COLETA_IRREGULAR_DE_LIXO,-0.40320596486728594,1.4137965776759889,-0.2851937621252977,0.775520597988144
RECUP_DE_BRINQUEDOS_EM_PRACAS,1.9814351409455968,7.2720918169478095,0.2724711390920296,0.7852834957699532
RECUP_DE_CANALETA_DE_ESCADARIA,0.6389764909745651,2.430489776794505,0.26290029979771845,0.7926502574954267
TAPA_BURACO_ASFALTO_,-0.6308148463433705,2.4445034593168846,-0.25805438889403387,0.796387318726228
PASSARELA_DE_PEDESTRES,4.9943197210293775,19.42241369486479,0.2571420730447038,0.7970914026276812
DESTOCA_DE_ARVORE,-15.927482965027226,64.48979460249095,-0.2469767978515475,0.8049475536193992
CORTE_DE_RAIZES_DE_ARVORES,-1.151423726927798,4.95658808059689,-0.23230167772770408,0.8163237496183993
ROUBO_OU_SEGURANCA_EM_CEMITERIO,-5.265827187057221,23.747649834339153,-0.2217409816883363,0.8245346132046566
PROJETO_HIDROSSANITARIO,-23.416757069613325,116.27921967919082,-0.2013838511663487,0.8404157087793291
APAGAR_CIRCUITO,-0.3265913163850067,1.6455490918735345,-0.19846950662114082,0.8426947486714715
IDENTIFPROPIETARIO_TERRENO,0.661775645073627,3.608600937463388,0.18338842574785016,0.8545089306625864
ESTRUTURA_PARA_EVENTOS,-20.241316670423547,110.56097882830214,-0.18307830560959215,0.8547522242325044
MANUTENCAO_EM_PEV,9.963204933153701,55.654949925621295,0.1790174089900141,0.8579393210640458
IMPLANTACAO_LAMPADA_LED,0.26056047601919063,1.900826560791596,0.1370774595608979,0.8909812024966852
RECUPDA_VEGETACAO_DE_PRACAS,2.289518161439007,18.779340369218385,0.12191685737757887,0.9029751922471515
COMPOSICAO_DE_PRECOS_E_ORCAMEN,9.093786193535372,77.50810585430733,0.1173269052739986,0.9066109381223554
EXUMACAO,-2.64345856164039,28.643368955687485,-0.09228867476203421,0.9264764795564768
MUDANCA_DE_PONTO_DE_CONFINAMENTO_DE_LIXO,0.2102087142181449,2.680937767516342,0.07840865116868609,0.9375096056101514
PINTURA_DE_MEIO_FIO,0.09289813315059314,1.6160901369168508,0.057483262244160845,0.9541650805672423
PANFLETAGEN_IRREGULAR_EM_VIAS_PUBLICAS,-0.8257258994311254,19.830256912092537,-0.04163969751332852,0.9667894311299596
INSP_E_LEVANT_IP___ESPECIAL,0.2708530757065928,8.39001229962181,0.032282798407673584,0.9742492429993547
ANALISE_DE_PROJETO,-0.7873630199060333,51.83561821656054,-0.015189613763581682,0.9878821851600335
MANUT_RELUZ,0.0023078995799038077,0.17407860973007847,0.013257801078962968,0.9894232300293535
AVAL_INST_DE_CESTAS_DE_LIXO,-0.007122489482573435,2.580415048061424,-0.002760210799392258,0.997797905321118
