,BAIRRO,GRUPOSERVICO_DESCRICAO,VALUE
444,BREJO DE BEBERIBE,LIMPEZA URBANA,6.0867747269123065
445,BREJO DE BEBERIBE,LUMINARIAS,3.828641396489095
446,BREJO DE BEBERIBE,MACRODRENAGEM,3.7612001156935624
447,BREJO DE BEBERIBE,MANUT. URBANA,2.1972245773362196
448,BREJO DE BEBERIBE,PAVIMENTACAO,5.075173815233827
449,BREJO DE BEBERIBE,PLANEJAMENTO DE LIMPEZA URBANA,2.9444389791664403
450,BREJO DE BEBERIBE,POSTE,1.9459101490553132
451,BREJO DE BEBERIBE,PROJETOS,0.6931471805599453
452,BREJO DE BEBERIBE,TABLADOS,2.0794415416798357
453,BREJO DE BEBERIBE,TERRAPLENAGEM,2.1972245773362196
454,BREJO DE BEBERIBE,VAO DE REDE,1.3862943611198906
455,CABANGA,ARBORIZACAO,4.770684624465665
456,CABANGA,CALCADAS ARVORES,1.0986122886681098
457,CABANGA,COLETA SELETIVA,1.3862943611198906
458,CABANGA,COLETA URBANA,2.995732273553991
459,CABANGA,CONSERVACAO,5.981414211254481
460,CABANGA,DENUNCIAS,1.9459101490553132
461,CABANGA,DRENAGEM,5.288267030694535
462,CABANGA,FISCALIZACAO URBANA,5.817111159963204
463,CABANGA,ILUMINACAO PROVISORIA,3.1780538303479458
464,CABANGA,ILUMINACAO PUBLICA,7.1592919047975645
465,CABANGA,ILUMINACAO RELUZ,4.127134385045092
466,CABANGA,LIMPEZA URBANA,6.184148890937483
467,CABANGA,LUMINARIAS,3.871201010907891
468,CABANGA,MACRODRENAGEM,0.0
469,CABANGA,MANUT. URBANA,0.6931471805599453
470,CABANGA,NECROPOLES,0.0
471,CABANGA,PAVIMENTACAO,5.062595033026967
472,CABANGA,PLANEJAMENTO DE LIMPEZA URBANA,1.6094379124341003
473,CABANGA,POSTE,2.6390573296152584
474,CABANGA,PRACAS,0.0
475,CABANGA,PROJETOS,0.6931471805599453
476,CABANGA,SEMENTEIRA,0.6931471805599453
477,CABANGA,TABLADOS,0.0
478,CABANGA,TERRAPLENAGEM,0.0
479,CABANGA,VAO DE REDE,4.07753744390572
480,CACOTE,ARBORIZACAO,3.6375861597263857
481,CACOTE,COLETA URBANA,3.4339872044851463
482,CACOTE,CONSERVACAO,5.8916442118257715
483,CACOTE,DRENAGEM,5.062595033026967
484,CACOTE,FISCALIZACAO URBANA,3.1780538303479458
485,CACOTE,ILUMINACAO PROVISORIA,3.8501476017100584
486,CACOTE,ILUMINACAO PUBLICA,6.349138991379798
487,CACOTE,ILUMINACAO RELUZ,4.897839799950911
488,CACOTE,LIMPEZA URBANA,5.91350300563827
489,CACOTE,LUMINARIAS,3.6375861597263857
490,CACOTE,MACRODRENAGEM,2.5649493574615367
491,CACOTE,MANUT. URBANA,1.3862943611198906
492,CACOTE,PAVIMENTACAO,3.713572066704308
493,CACOTE,PLANEJAMENTO DE LIMPEZA URBANA,2.6390573296152584
494,CACOTE,POSTE,2.6390573296152584
495,CACOTE,PRACAS,1.0986122886681098
496,CACOTE,PROJETOS,1.0986122886681098
497,CACOTE,TABLADOS,3.044522437723423
498,CACOTE,TERRAPLENAGEM,2.1972245773362196
499,CACOTE,VAO DE REDE,1.3862943611198906
500,CAJUEIRO,ARBORIZACAO,6.182084906716632
501,CAJUEIRO,COLETA SELETIVA,2.833213344056216
502,CAJUEIRO,COLETA URBANA,3.8501476017100584
503,CAJUEIRO,CONSERVACAO,6.259581464064923
504,CAJUEIRO,DENUNCIAS,1.9459101490553132
505,CAJUEIRO,DRENAGEM,5.484796933490655
506,CAJUEIRO,ESCADARIA,0.0
507,CAJUEIRO,FISCALIZACAO URBANA,4.04305126783455
508,CAJUEIRO,ILUMINACAO PROVISORIA,3.8066624897703196
509,CAJUEIRO,ILUMINACAO PUBLICA,6.755768921984255
510,CAJUEIRO,ILUMINACAO RELUZ,5.393627546352362
511,CAJUEIRO,INFRAESTRUTURA EVENTOS,0.0
512,CAJUEIRO,LIMPEZA URBANA,6.9363427358340495
513,CAJUEIRO,LUMINARIAS,3.5553480614894135
514,CAJUEIRO,MACRODRENAGEM,2.772588722239781
515,CAJUEIRO,MANUT. URBANA,1.6094379124341003
516,CAJUEIRO,PAVIMENTACAO,5.58724865840025
517,CAJUEIRO,PLANEJAMENTO DE LIMPEZA URBANA,2.6390573296152584
518,CAJUEIRO,POSTE,1.9459101490553132
519,CAJUEIRO,PRACAS,3.6888794541139363
520,CAJUEIRO,SEMENTEIRA,2.4849066497880004
521,CAJUEIRO,TABLADOS,2.0794415416798357
522,CAJUEIRO,TERRAPLENAGEM,2.70805020110221
523,CAJUEIRO,VAO DE REDE,1.6094379124341003
524,CAMPINA DO BARRETO,ARBORIZACAO,5.407171771460119
525,CAMPINA DO BARRETO,CALCADAS ARVORES,1.9459101490553132
526,CAMPINA DO BARRETO,COLETA SELETIVA,1.3862943611198906
527,CAMPINA DO BARRETO,COLETA URBANA,4.672828834461906
528,CAMPINA DO BARRETO,CONSERVACAO,6.481577129276431
529,CAMPINA DO BARRETO,DENUNCIAS,1.9459101490553132
530,CAMPINA DO BARRETO,DRENAGEM,6.161207321695077
531,CAMPINA DO BARRETO,ESCADARIA,1.0986122886681098
532,CAMPINA DO BARRETO,FISCALIZACAO URBANA,5.056245805348308
533,CAMPINA DO BARRETO,ILUMINACAO PROVISORIA,5.337538079701318
534,CAMPINA DO BARRETO,ILUMINACAO PUBLICA,7.102499355774649
535,CAMPINA DO BARRETO,ILUMINACAO RELUZ,5.176149732573829
536,CAMPINA DO BARRETO,LIMPEZA URBANA,6.769641976852503
537,CAMPINA DO BARRETO,LUMINARIAS,4.330733340286331
538,CAMPINA DO BARRETO,MACRODRENAGEM,1.791759469228055
539,CAMPINA DO BARRETO,MANUT. URBANA,2.1972245773362196
540,CAMPINA DO BARRETO,NECROPOLES,0.0
541,CAMPINA DO BARRETO,PAVIMENTACAO,5.918893854273146
542,CAMPINA DO BARRETO,PLANEJAMENTO DE LIMPEZA URBANA,3.367295829986474
543,CAMPINA DO BARRETO,POSTE,2.6390573296152584
544,CAMPINA DO BARRETO,PRACAS,3.332204510175204
545,CAMPINA DO BARRETO,PROJETOS,1.6094379124341003
546,CAMPINA DO BARRETO,SEMENTEIRA,3.367295829986474
547,CAMPINA DO BARRETO,TABLADOS,3.871201010907891
548,CAMPINA DO BARRETO,TERRAPLENAGEM,2.70805020110221
549,CAMPINA DO BARRETO,VAO DE REDE,2.6390573296152584
550,CAMPO GRANDE,ARBORIZACAO,7.074963197966044
551,CAMPO GRANDE,CALCADAS ARVORES,2.6390573296152584
552,CAMPO GRANDE,COLETA SELETIVA,3.5263605246161616
553,CAMPO GRANDE,COLETA URBANA,5.579729825986222
554,CAMPO GRANDE,CONSERVACAO,7.4413203897176174
555,CAMPO GRANDE,DENUNCIAS,3.7612001156935624
556,CAMPO GRANDE,DRENAGEM,7.365812837209472
557,CAMPO GRANDE,ESCADARIA,0.0
558,CAMPO GRANDE,ESTUDO ASFALTO,0.0
559,CAMPO GRANDE,FISCALIZACAO URBANA,5.811140992976701
560,CAMPO GRANDE,ILUMINACAO PROVISORIA,5.783825182329737
561,CAMPO GRANDE,ILUMINACAO PUBLICA,8.054522609537294
562,CAMPO GRANDE,ILUMINACAO RELUZ,6.159095388491933
563,CAMPO GRANDE,LIMPEZA URBANA,8.105609402299896
564,CAMPO GRANDE,LUMINARIAS,4.875197323201151
565,CAMPO GRANDE,MACRODRENAGEM,4.1588830833596715
566,CAMPO GRANDE,MANUT. URBANA,2.3978952727983707
567,CAMPO GRANDE,NECROPOLES,0.0
568,CAMPO GRANDE,PAVIMENTACAO,7.307202314764738
569,CAMPO GRANDE,PLANEJAMENTO DE LIMPEZA URBANA,4.143134726391533
570,CAMPO GRANDE,POSTE,3.295836866004329
571,CAMPO GRANDE,PRACAS,4.04305126783455
572,CAMPO GRANDE,PROJETOS,1.3862943611198906
573,CAMPO GRANDE,SEMENTEIRA,4.23410650459726
574,CAMPO GRANDE,TABLADOS,3.9512437185814275
575,CAMPO GRANDE,TERRAPLENAGEM,3.9512437185814275
576,CAMPO GRANDE,VAO DE REDE,2.8903717578961645
577,CASA AMARELA,ARBORIZACAO,7.167809184316444
578,CASA AMARELA,CALCADAS ARVORES,2.302585092994046
579,CASA AMARELA,COLETA SELETIVA,4.143134726391533
580,CASA AMARELA,COLETA URBANA,5.6937321388027
581,CASA AMARELA,CONSERVACAO,7.554858521040676
582,CASA AMARELA,DENUNCIAS,3.828641396489095
583,CASA AMARELA,DRENAGEM,6.905753276311464
584,CASA AMARELA,ESCADARIA,3.4965075614664802
585,CASA AMARELA,FISCALIZACAO URBANA,5.288267030694535
586,CASA AMARELA,ILUMINACAO PROVISORIA,6.280395838960195
587,CASA AMARELA,ILUMINACAO PUBLICA,7.912423121473705
588,CASA AMARELA,ILUMINACAO RELUZ,6.171700597410915
589,CASA AMARELA,LIMPEZA URBANA,7.392031567514591
590,CASA AMARELA,LUMINARIAS,4.976733742420574
591,CASA AMARELA,MACRODRENAGEM,3.2188758248682006
592,CASA AMARELA,MANUT. URBANA,3.091042453358316
593,CASA AMARELA,PAVIMENTACAO,7.223295679562314
594,CASA AMARELA,PLANEJAMENTO DE LIMPEZA URBANA,4.276666119016055
595,CASA AMARELA,POSTE,4.356708826689592
596,CASA AMARELA,PRACAS,3.9889840465642745
597,CASA AMARELA,PROJETOS,0.0
598,CASA AMARELA,SEMENTEIRA,3.8918202981106265
599,CASA AMARELA,TABLADOS,4.51085950651685
600,CASA AMARELA,TERRAPLENAGEM,2.70805020110221
601,CASA AMARELA,VAO DE REDE,3.58351893845611
602,CASA FORTE,ARBORIZACAO,6.26530121273771
603,CASA FORTE,CALCADAS ARVORES,1.0986122886681098
604,CASA FORTE,COLETA SELETIVA,3.6109179126442243
605,CASA FORTE,COLETA URBANA,4.007333185232471
606,CASA FORTE,CONSERVACAO,6.068425588244111
607,CASA FORTE,DENUNCIAS,1.9459101490553132
608,CASA FORTE,DRENAGEM,5.262690188904886
609,CASA FORTE,ESCADARIA,0.0
610,CASA FORTE,FISCALIZACAO URBANA,3.828641396489095
611,CASA FORTE,ILUMINACAO PROVISORIA,5.262690188904886
612,CASA FORTE,ILUMINACAO PUBLICA,6.590301048196686
613,CASA FORTE,ILUMINACAO RELUZ,4.962844630259907
614,CASA FORTE,LIMPEZA URBANA,5.703782474656201
615,CASA FORTE,LUMINARIAS,2.9444389791664403
616,CASA FORTE,MACRODRENAGEM,2.833213344056216
617,CASA FORTE,MANUT. URBANA,2.3978952727983707
618,CASA FORTE,PAVIMENTACAO,5.857933154483459
619,CASA FORTE,PLANEJAMENTO DE LIMPEZA URBANA,2.302585092994046
620,CASA FORTE,POSTE,2.772588722239781
621,CASA FORTE,PRACAS,2.6390573296152584
622,CASA FORTE,PROJETOS,0.0
623,CASA FORTE,SEMENTEIRA,3.4965075614664802
624,CASA FORTE,TABLADOS,1.0986122886681098
625,CASA FORTE,TERRAPLENAGEM,1.9459101490553132
626,CASA FORTE,VAO DE REDE,2.995732273553991
627,CAXANGA,ARBORIZACAO,5.493061443340548
628,CAXANGA,CALCADAS ARVORES,0.0
629,CAXANGA,COLETA SELETIVA,1.0986122886681098
630,CAXANGA,COLETA URBANA,3.8918202981106265
631,CAXANGA,CONSERVACAO,6.453624998892692
632,CAXANGA,DENUNCIAS,2.1972245773362196
633,CAXANGA,DRENAGEM,5.602118820879701
634,CAXANGA,FISCALIZACAO URBANA,3.4657359027997265
635,CAXANGA,ILUMINACAO PROVISORIA,4.406719247264253
636,CAXANGA,ILUMINACAO PUBLICA,7.253470382684528
637,CAXANGA,ILUMINACAO RELUZ,5.726847747587197
638,CAXANGA,LIMPEZA URBANA,6.380122536899765
639,CAXANGA,LUMINARIAS,4.174387269895637
640,CAXANGA,MACRODRENAGEM,3.1354942159291497
641,CAXANGA,MANUT. URBANA,1.791759469228055
642,CAXANGA,NECROPOLES,0.0
643,CAXANGA,PAVIMENTACAO,5.8971538676367405
644,CAXANGA,PLANEJAMENTO DE LIMPEZA URBANA,3.828641396489095
645,CAXANGA,POSTE,3.258096538021482
646,CAXANGA,PRACAS,2.9444389791664403
647,CAXANGA,PROJETOS,2.833213344056216
648,CAXANGA,SEMENTEIRA,2.1972245773362196
649,CAXANGA,TABLADOS,3.258096538021482
650,CAXANGA,TERRAPLENAGEM,5.111987788356544
651,CAXANGA,VAO DE REDE,2.8903717578961645
652,CIDADE UNIVERSITARIA,ARBORIZACAO,3.7612001156935624
653,CIDADE UNIVERSITARIA,COLETA SELETIVA,0.6931471805599453
654,CIDADE UNIVERSITARIA,COLETA URBANA,0.6931471805599453
655,CIDADE UNIVERSITARIA,CONSERVACAO,4.564348191467836
656,CIDADE UNIVERSITARIA,DRENAGEM,4.060443010546419
657,CIDADE UNIVERSITARIA,FISCALIZACAO URBANA,0.6931471805599453
658,CIDADE UNIVERSITARIA,ILUMINACAO PROVISORIA,1.6094379124341003
659,CIDADE UNIVERSITARIA,ILUMINACAO PUBLICA,5.2574953720277815
660,CIDADE UNIVERSITARIA,ILUMINACAO RELUZ,4.248495242049359
661,CIDADE UNIVERSITARIA,LIMPEZA URBANA,3.8918202981106265
662,CIDADE UNIVERSITARIA,LUMINARIAS,2.4849066497880004
663,CIDADE UNIVERSITARIA,MACRODRENAGEM,0.6931471805599453
664,CIDADE UNIVERSITARIA,PAVIMENTACAO,3.9889840465642745
665,CIDADE UNIVERSITARIA,PLANEJAMENTO DE LIMPEZA URBANA,0.6931471805599453
666,CIDADE UNIVERSITARIA,POSTE,1.6094379124341003
667,CIDADE UNIVERSITARIA,TABLADOS,0.6931471805599453
668,CIDADE UNIVERSITARIA,VAO DE REDE,2.4849066497880004
669,COELHOS,ARBORIZACAO,4.1588830833596715
670,COELHOS,COLETA URBANA,3.1780538303479458
671,COELHOS,CONSERVACAO,5.442417710521793
672,COELHOS,DENUNCIAS,0.0
673,COELHOS,DRENAGEM,6.161207321695077
674,COELHOS,FISCALIZACAO URBANA,4.060443010546419
675,COELHOS,ILUMINACAO PROVISORIA,4.394449154672439
676,COELHOS,ILUMINACAO PUBLICA,6.744059186311348
677,COELHOS,ILUMINACAO RELUZ,3.912023005428146
678,COELHOS,LIMPEZA URBANA,5.2574953720277815
679,COELHOS,LUMINARIAS,3.4339872044851463
680,COELHOS,MANUT. URBANA,1.791759469228055
681,COELHOS,PAVIMENTACAO,5.0238805208462765
682,COELHOS,PLANEJAMENTO DE LIMPEZA URBANA,1.9459101490553132
683,COELHOS,POSTE,0.6931471805599453
684,COELHOS,PRACAS,1.6094379124341003
685,COELHOS,SEMENTEIRA,0.0
686,COELHOS,TABLADOS,3.4965075614664802
687,COELHOS,TERRAPLENAGEM,1.0986122886681098
688,COELHOS,VAO DE REDE,1.791759469228055
689,COHAB,ARBORIZACAO,7.107425474110705
690,COHAB,CALCADAS ARVORES,2.302585092994046
691,COHAB,COLETA SELETIVA,2.302585092994046
692,COHAB,COLETA URBANA,6.461468176353717
693,COHAB,CONSERVACAO,8.42463920980563
694,COHAB,DENUNCIAS,3.9318256327243257
695,COHAB,DRENAGEM,7.313220387090301
696,COHAB,ESCADARIA,5.247024072160486
697,COHAB,FISCALIZACAO URBANA,5.53338948872752
698,COHAB,ILUMINACAO PROVISORIA,6.18826412308259
699,COHAB,ILUMINACAO PUBLICA,9.303466349965667
700,COHAB,ILUMINACAO RELUZ,7.61972421378267
701,COHAB,LIMPEZA URBANA,8.19118600464279
702,COHAB,LUMINARIAS,7.126087273299125
703,COHAB,MACRODRENAGEM,5.123963979403259
704,COHAB,MANUT. URBANA,4.07753744390572
705,COHAB,PAVIMENTACAO,7.298445101508147
706,COHAB,PLANEJAMENTO DE LIMPEZA URBANA,4.927253685157205
707,COHAB,POSTE,4.634728988229636
708,COHAB,PRACAS,5.762051382780177
709,COHAB,PROJETOS,2.0794415416798357
710,COHAB,SEMENTEIRA,3.2188758248682006
711,COHAB,TABLADOS,4.890349128221754
712,COHAB,TERRAPLENAGEM,4.143134726391533
713,COHAB,VAO DE REDE,4.74493212836325
714,COQUEIRAL,ARBORIZACAO,4.174387269895637
715,COQUEIRAL,COLETA SELETIVA,0.0
716,COQUEIRAL,COLETA URBANA,4.624972813284271
717,COQUEIRAL,CONSERVACAO,6.218600119691729
718,COQUEIRAL,DENUNCIAS,1.3862943611198906
719,COQUEIRAL,DRENAGEM,5.25227342804663
720,COQUEIRAL,ESCADARIA,3.1354942159291497
721,COQUEIRAL,FISCALIZACAO URBANA,3.5263605246161616
722,COQUEIRAL,ILUMINACAO PROVISORIA,3.7612001156935624
723,COQUEIRAL,ILUMINACAO PUBLICA,6.961296045910167
724,COQUEIRAL,ILUMINACAO RELUZ,5.676753802268282
725,COQUEIRAL,LIMPEZA URBANA,5.652489180268651
726,COQUEIRAL,LUMINARIAS,4.941642422609304
727,COQUEIRAL,MACRODRENAGEM,2.3978952727983707
728,COQUEIRAL,MANUT. URBANA,1.3862943611198906
729,COQUEIRAL,PAVIMENTACAO,5.971261839790462
730,COQUEIRAL,PLANEJAMENTO DE LIMPEZA URBANA,3.367295829986474
731,COQUEIRAL,POSTE,2.70805020110221
732,COQUEIRAL,PRACAS,2.6390573296152584
733,COQUEIRAL,SEMENTEIRA,1.3862943611198906
734,COQUEIRAL,TABLADOS,2.8903717578961645
735,COQUEIRAL,TERRAPLENAGEM,0.0
736,COQUEIRAL,VAO DE REDE,0.6931471805599453
737,CORDEIRO,ARBORIZACAO,7.10085190894405
738,CORDEIRO,CALCADAS ARVORES,2.9444389791664403
739,CORDEIRO,COLETA SELETIVA,4.356708826689592
740,CORDEIRO,COLETA URBANA,5.389071729816501
741,CORDEIRO,CONSERVACAO,7.827639546366422
742,CORDEIRO,DENUNCIAS,4.143134726391533
743,CORDEIRO,DRENAGEM,7.709308333385869
744,CORDEIRO,ESCADARIA,0.0
745,CORDEIRO,FISCALIZACAO URBANA,5.442417710521793
746,CORDEIRO,ILUMINACAO PROVISORIA,5.147494476813453
747,CORDEIRO,ILUMINACAO PUBLICA,8.025516386489008
748,CORDEIRO,ILUMINACAO RELUZ,6.824373670043086
749,CORDEIRO,LIMPEZA URBANA,8.028455164114252
750,CORDEIRO,LUMINARIAS,5.087596335232384
751,CORDEIRO,MACRODRENAGEM,3.4339872044851463
752,CORDEIRO,MANUT. URBANA,2.833213344056216
753,CORDEIRO,NECROPOLES,0.0
754,CORDEIRO,PAVIMENTACAO,7.161622002939187
755,CORDEIRO,PLANEJAMENTO DE LIMPEZA URBANA,4.007333185232471
756,CORDEIRO,POSTE,4.110873864173311
757,CORDEIRO,PRACAS,4.276666119016055
758,CORDEIRO,PROJETOS,2.302585092994046
759,CORDEIRO,SEMENTEIRA,4.343805421853684
760,CORDEIRO,TABLADOS,3.8918202981106265
761,CORDEIRO,TERRAPLENAGEM,5.272999558563747
762,CORDEIRO,VAO DE REDE,3.6888794541139363
763,CORREGO DO JENIPAPO,ARBORIZACAO,3.784189633918261
764,CORREGO DO JENIPAPO,CALCADAS ARVORES,0.0
765,CORREGO DO JENIPAPO,COLETA URBANA,4.04305126783455
766,CORREGO DO JENIPAPO,CONSERVACAO,5.602118820879701
767,CORREGO DO JENIPAPO,DENUNCIAS,0.6931471805599453
768,CORREGO DO JENIPAPO,DRENAGEM,4.418840607796598
769,CORREGO DO JENIPAPO,ESCADARIA,4.31748811353631
770,CORREGO DO JENIPAPO,FISCALIZACAO URBANA,2.4849066497880004
771,CORREGO DO JENIPAPO,ILUMINACAO PROVISORIA,3.912023005428146
772,CORREGO DO JENIPAPO,ILUMINACAO PUBLICA,6.55250788703459
773,CORREGO DO JENIPAPO,ILUMINACAO RELUZ,4.6913478822291435
774,CORREGO DO JENIPAPO,LIMPEZA URBANA,5.4680601411351315
775,CORREGO DO JENIPAPO,LUMINARIAS,4.02535169073515
776,CORREGO DO JENIPAPO,MACRODRENAGEM,2.9444389791664403
777,CORREGO DO JENIPAPO,MANUT. URBANA,2.1972245773362196
778,CORREGO DO JENIPAPO,PAVIMENTACAO,4.430816798843313
779,CORREGO DO JENIPAPO,PLANEJAMENTO DE LIMPEZA URBANA,2.6390573296152584
780,CORREGO DO JENIPAPO,POSTE,2.9444389791664403
781,CORREGO DO JENIPAPO,TABLADOS,2.0794415416798357
782,CORREGO DO JENIPAPO,VAO DE REDE,1.791759469228055
783,CURADO,ARBORIZACAO,4.1588830833596715
784,CURADO,CALCADAS ARVORES,0.0
785,CURADO,COLETA SELETIVA,0.6931471805599453
786,CURADO,COLETA URBANA,3.5553480614894135
787,CURADO,CONSERVACAO,6.09807428216624
788,CURADO,DENUNCIAS,2.0794415416798357
789,CURADO,DRENAGEM,5.5254529391317835
790,CURADO,ESCADARIA,0.6931471805599453
791,CURADO,FISCALIZACAO URBANA,3.044522437723423
792,CURADO,ILUMINACAO PROVISORIA,3.4965075614664802
793,CURADO,ILUMINACAO PUBLICA,7.037905963447182
794,CURADO,ILUMINACAO RELUZ,5.442417710521793
795,CURADO,LIMPEZA URBANA,5.940171252720432
796,CURADO,LUMINARIAS,4.948759890378168
797,CURADO,MACRODRENAGEM,2.8903717578961645
798,CURADO,MANUT. URBANA,0.6931471805599453
799,CURADO,NECROPOLES,0.0
800,CURADO,PAVIMENTACAO,5.220355825078324
801,CURADO,PLANEJAMENTO DE LIMPEZA URBANA,2.4849066497880004
802,CURADO,POSTE,2.995732273553991
803,CURADO,PRACAS,3.044522437723423
804,CURADO,SEMENTEIRA,1.0986122886681098
805,CURADO,TABLADOS,2.70805020110221
806,CURADO,TERRAPLENAGEM,2.5649493574615367
807,CURADO,VAO DE REDE,3.6888794541139363
808,DERBY,ARBORIZACAO,5.3981627015177525
809,DERBY,ATENDIMENTO EMPREL,0.0
810,DERBY,CALCADAS ARVORES,1.0986122886681098
811,DERBY,COLETA SELETIVA,2.0794415416798357
812,DERBY,COLETA URBANA,2.833213344056216
813,DERBY,CONSERVACAO,5.986452005284438
814,DERBY,DENUNCIAS,0.0
815,DERBY,DRENAGEM,5.332718793265369
816,DERBY,FISCALIZACAO URBANA,3.4011973816621555
817,DERBY,ILUMINACAO PROVISORIA,3.8501476017100584
818,DERBY,ILUMINACAO PUBLICA,6.933423025730715
819,DERBY,ILUMINACAO RELUZ,4.2626798770413155
820,DERBY,LIMPEZA URBANA,4.859812404361672
821,DERBY,LUMINARIAS,3.1780538303479458
822,DERBY,MACRODRENAGEM,0.6931471805599453
823,DERBY,MANUT. URBANA,2.3978952727983707
824,DERBY,PAVIMENTACAO,5.831882477283517
825,DERBY,PLANEJAMENTO DE LIMPEZA URBANA,2.0794415416798357
826,DERBY,POSTE,2.6390573296152584
827,DERBY,PRACAS,1.9459101490553132
828,DERBY,SEMENTEIRA,1.791759469228055
829,DERBY,TABLADOS,1.0986122886681098
830,DERBY,TERRAPLENAGEM,0.6931471805599453
831,DERBY,VAO DE REDE,3.4339872044851463
832,DOIS IRMAOS,ARBORIZACAO,4.948759890378168
833,DOIS IRMAOS,COLETA SELETIVA,0.0
834,DOIS IRMAOS,COLETA URBANA,2.833213344056216
835,DOIS IRMAOS,CONSERVACAO,5.918893854273146
836,DOIS IRMAOS,DENUNCIAS,0.6931471805599453
837,DOIS IRMAOS,DRENAGEM,5.0689042022202315
838,DOIS IRMAOS,ESCADARIA,2.1972245773362196
839,DOIS IRMAOS,FISCALIZACAO URBANA,1.791759469228055
840,DOIS IRMAOS,ILUMINACAO PROVISORIA,3.7376696182833684
841,DOIS IRMAOS,ILUMINACAO PUBLICA,7.017506142941256
842,DOIS IRMAOS,ILUMINACAO RELUZ,4.867534450455582
843,DOIS IRMAOS,LIMPEZA URBANA,5.332718793265369
844,DOIS IRMAOS,LUMINARIAS,3.871201010907891
845,DOIS IRMAOS,MACRODRENAGEM,2.70805020110221
846,DOIS IRMAOS,MANUT. URBANA,1.3862943611198906
847,DOIS IRMAOS,PAVIMENTACAO,5.655991810819852
848,DOIS IRMAOS,PLANEJAMENTO DE LIMPEZA URBANA,2.833213344056216
849,DOIS IRMAOS,POSTE,1.6094379124341003
850,DOIS IRMAOS,PRACAS,1.0986122886681098
851,DOIS IRMAOS,TABLADOS,2.0794415416798357
852,DOIS IRMAOS,TERRAPLENAGEM,3.1780538303479458
853,DOIS IRMAOS,VAO DE REDE,3.258096538021482
854,DOIS UNIDOS,ARBORIZACAO,5.7899601708972535
855,DOIS UNIDOS,ATENDIMENTO EMPREL,0.0
856,DOIS UNIDOS,CALCADAS ARVORES,1.3862943611198906
857,DOIS UNIDOS,COLETA SELETIVA,1.0986122886681098
858,DOIS UNIDOS,COLETA URBANA,5.6937321388027
859,DOIS UNIDOS,CONSERVACAO,7.085064293952548
860,DOIS UNIDOS,DENUNCIAS,2.5649493574615367
861,DOIS UNIDOS,DRENAGEM,6.4425401664681985
862,DOIS UNIDOS,ESCADARIA,5.087596335232384
863,DOIS UNIDOS,FISCALIZACAO URBANA,4.9344739331306915
864,DOIS UNIDOS,ILUMINACAO PROVISORIA,5.501258210544727
865,DOIS UNIDOS,ILUMINACAO PUBLICA,8.122371243406553
866,DOIS UNIDOS,ILUMINACAO RELUZ,6.335054251498059
867,DOIS UNIDOS,LIMPEZA URBANA,7.75833346749091
868,DOIS UNIDOS,LUMINARIAS,5.746203190540153
869,DOIS UNIDOS,MACRODRENAGEM,4.7535901911063645
870,DOIS UNIDOS,MANUT. URBANA,3.4011973816621555
871,DOIS UNIDOS,PAVIMENTACAO,6.616065185132817
872,DOIS UNIDOS,PLANEJAMENTO DE LIMPEZA URBANA,4.406719247264253
873,DOIS UNIDOS,POSTE,4.23410650459726
874,DOIS UNIDOS,PRACAS,2.772588722239781
875,DOIS UNIDOS,PROJETOS,1.0986122886681098
876,DOIS UNIDOS,SEMENTEIRA,2.1972245773362196
877,DOIS UNIDOS,TABLADOS,4.418840607796598
878,DOIS UNIDOS,TERRAPLENAGEM,3.8918202981106265
879,DOIS UNIDOS,VAO DE REDE,2.772588722239781
880,ENCRUZILHADA,ARBORIZACAO,6.873163834212518
881,ENCRUZILHADA,CALCADAS ARVORES,1.791759469228055
882,ENCRUZILHADA,COLETA SELETIVA,3.5553480614894135
883,ENCRUZILHADA,COLETA URBANA,4.61512051684126
884,ENCRUZILHADA,CONSERVACAO,6.530877627725885
885,ENCRUZILHADA,DENUNCIAS,3.1354942159291497
886,ENCRUZILHADA,DRENAGEM,6.206575926724928
887,ENCRUZILHADA,FISCALIZACAO URBANA,5.181783550292085
888,ENCRUZILHADA,ILUMINACAO PROVISORIA,4.0943445622221
889,ENCRUZILHADA,ILUMINACAO PUBLICA,6.957497370876951
890,ENCRUZILHADA,ILUMINACAO RELUZ,5.771441123130016
891,ENCRUZILHADA,LIMPEZA URBANA,6.856461984594587
892,ENCRUZILHADA,LUMINARIAS,3.6635616461296463
893,ENCRUZILHADA,MACRODRENAGEM,2.5649493574615367
894,ENCRUZILHADA,MANUT. URBANA,1.6094379124341003
895,ENCRUZILHADA,PAVIMENTACAO,6.541029999189903
896,ENCRUZILHADA,PLANEJAMENTO DE LIMPEZA URBANA,2.8903717578961645
897,ENCRUZILHADA,POSTE,1.9459101490553132
898,ENCRUZILHADA,PRACAS,2.772588722239781
899,ENCRUZILHADA,PROJETOS,0.6931471805599453
900,ENCRUZILHADA,SEMENTEIRA,3.332204510175204
901,ENCRUZILHADA,TABLADOS,2.70805020110221
902,ENCRUZILHADA,TERRAPLENAGEM,3.258096538021482
903,ENCRUZILHADA,VAO DE REDE,2.9444389791664403
904,ENGENHO DO MEIO,ARBORIZACAO,6.542471960506805
905,ENGENHO DO MEIO,CALCADAS ARVORES,1.6094379124341003
906,ENGENHO DO MEIO,COLETA SELETIVA,3.091042453358316
907,ENGENHO DO MEIO,COLETA URBANA,4.23410650459726
